train_nodev_pytorch_000,48.6
train_nodev_pytorch_001,49.6
train_nodev_pytorch_002,39.3
train_nodev_pytorch_003,39.3
train_nodev_pytorch_004,38.7
train_nodev_pytorch_005,37.8
train_nodev_pytorch_006,45.7
train_nodev_pytorch_007,45.6
train_nodev_pytorch_008,37.1
train_nodev_pytorch_009,36.2
train_nodev_pytorch_010,36.7
train_nodev_pytorch_011,35.9
train_nodev_pytorch_012,40.8
train_nodev_pytorch_013,43.1
train_nodev_pytorch_014,37.9
train_nodev_pytorch_015,38.2
train_nodev_pytorch_016,38.3
train_nodev_pytorch_017,37.6
train_nodev_pytorch_018,41.1
train_nodev_pytorch_019,42.6
train_nodev_pytorch_020,37.2
train_nodev_pytorch_021,36.6
train_nodev_pytorch_022,41.0
train_nodev_pytorch_023,38.1
train_nodev_pytorch_025,49.6
train_nodev_pytorch_026,38.4
train_nodev_pytorch_027,38.4
train_nodev_pytorch_028,36.5
train_nodev_pytorch_029,40.1
train_nodev_pytorch_030,42.4
train_nodev_pytorch_031,46.5
train_nodev_pytorch_032,36.4
train_nodev_pytorch_033,35.6
train_nodev_pytorch_034,35.3
train_nodev_pytorch_035,35.7
train_nodev_pytorch_036,41.7
train_nodev_pytorch_037,42.3
train_nodev_pytorch_038,37.4
train_nodev_pytorch_039,39.1
train_nodev_pytorch_040,38.1
train_nodev_pytorch_041,38.1
train_nodev_pytorch_042,40.3
train_nodev_pytorch_043,39.2
train_nodev_pytorch_044,36.2
train_nodev_pytorch_045,36.7
train_nodev_pytorch_046,35.9
train_nodev_pytorch_047,35.4
train_nodev_pytorch_048,46.6
train_nodev_pytorch_049,45.1
train_nodev_pytorch_050,37.3
train_nodev_pytorch_051,36.8
train_nodev_pytorch_052,37.2
train_nodev_pytorch_053,36.2
train_nodev_pytorch_054,50.2
train_nodev_pytorch_055,45.0
train_nodev_pytorch_056,35.8
train_nodev_pytorch_057,35.0
train_nodev_pytorch_058,34.7
train_nodev_pytorch_059,34.4
train_nodev_pytorch_060,41.1
train_nodev_pytorch_061,40.4
train_nodev_pytorch_062,40.9
train_nodev_pytorch_063,36.5
train_nodev_pytorch_064,37.2
train_nodev_pytorch_065,37.8
train_nodev_pytorch_066,38.3
train_nodev_pytorch_067,38.9
train_nodev_pytorch_068,36.5
train_nodev_pytorch_069,36.4
train_nodev_pytorch_070,35.0
train_nodev_pytorch_071,34.9
train_nodev_pytorch_072,44.6
train_nodev_pytorch_073,43.8
train_nodev_pytorch_074,38.0
train_nodev_pytorch_075,38.1
train_nodev_pytorch_076,37.1
train_nodev_pytorch_077,36.2
train_nodev_pytorch_078,46.6
train_nodev_pytorch_079,41.5
train_nodev_pytorch_080,36.9
train_nodev_pytorch_081,35.3
train_nodev_pytorch_082,35.2
train_nodev_pytorch_083,35.7
train_nodev_pytorch_084,41.3
train_nodev_pytorch_085,40.9
train_nodev_pytorch_086,37.3
train_nodev_pytorch_088,42.4
train_nodev_pytorch_089,38.8
train_nodev_pytorch_090,38.8
train_nodev_pytorch_091,38.8
train_nodev_pytorch_092,37.9
