1,bgrup_3_dot_lstm_3,37.1,35.2,37.7,21.3
2,bgrup_3_add_lstm_3,36.4,33.2,22.2,20.6
3,bgrup_3_location_lstm_3,35.8,33,20.5,20.2
4,bgrup_3_coverage_lstm_3,36.9,33,21,21.1
5,bgrup_3_coverage_location_lstm_3,34.7,32.8,20.2,20.2
6,bgrup_3_location2d_lstm_3,35.4,0,19.7,0
7,bgrup_3_location_recurrent_lstm_3,36.7,33.4,20.7,21.3
8,bgrup_3_multi_head_dot_lstm_3,35.7,34.8,20.9,22.2
9,bgrup_3_multi_head_add_lstm_3,39.9,37.3,21,24.3
10,bgrup_3_multi_head_loc_lstm_3,0,0,29.9,0
11,bgrup_3_multi_head_multi_res_loc_lstm_3,0,0,20.4,0
